season_id,Season_Year,athlete_id,Full_Name,Nickname,Jersey_Number,Position,Height,Weight,Team_ID,Team_Name,Team_Acronym,played_matches,played_minutes,total_points,lost_points,tried_points,total_points_percentage,two_points,lost_two_points,tried_two_points,total_two_points_percentage,three_points,lost_three_points,tried_three_points,total_three_points_percentage,free_throw_points,lost_free_throw_points,tried_free_throw_points,free_throws_percentage,dunk_points,lost_dunk_points,tried_dunk_points,total_dunk_points_percentage,tap_points,lost_tap_points,tried_tap_points,total_tap_points_percentage,total_rebounds,offensive_rebounds,defensive_rebounds,steals,total_assists,total_throws,tried_throws,correct_throws,wrong_throws,total_throws_percentage,two_points_throws_total,correct_two_points_throws,wrong_two_points_throws,total_two_points_throws_percentage,three_points_throws_total,correct_three_points_throws,wrong_three_points_throws,total_three_points_throws_percentage,total_free_throws,correct_free_throws,wrong_free_throws,total_free_throws_percentage,total_of_dunks,correct_dunks,wrong_dunks,total_of_dunks_percentage,total_of_taps,correct_taps,wrong_taps,total_of_taps_percentage,total_of_rebound_shots,correct_rebound_shots,total_of_rebound_shots_missed,total_of_rebound_shots_percentage,offensive_fouls,disqualifying_fouls,technical_fouls,unsportsmanlike_fouls,commited_fouls,received_fouls,total_fouls,total_of_violations,twenty_four_seconds_violations,eight_seconds_violations,five_seconds_violations,three_seconds_violations,conducting_violations,field_back_violations,interception_violations,out_field_violations,walk_violations,total_of_blocks,total_of_errors,double_double_total,triple_double_total,bench_points,efficiency,plus_minus,turnovers,CREATE_USER,CREATE_TS,UPDATE_USER,UPDATE_TS,League_ID,League_Name
1,2008,25,Deivisson Dos Santos Costa,Deivisson,15,3,2.1,NaN,14,Franca,FRA,1,0,178,270,270,0.6593,144,40,112,1.2857,0,1,1,0,34,9,43,0.7907,0,0,0,NaN,0,0,0,NaN,84,31,53,10,10,156,156,0,262,0,112,72,40,0.6429,1,0,1,0,43,34,9,0.7907,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,78,0,78,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,217,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
1,2008,30,Matheus dos Prazeres Costa,Matheus,6,1,1.8,NaN,14,Franca,FRA,1,0,279,709,709,0.3935,88,51,95,0.9263,153,104,155,0.9871,38,16,54,0.7037,0,0,0,NaN,0,0,0,NaN,80,18,62,27,128,304,304,0,335,0,95,44,51,0.4632,155,51,104,329,54,38,16,0.7037,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,77,0,77,0,0,0,0,0,0,0,0,0,0,3,55,2,0,0,291,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
1,2008,80,José Anibal Arantes Limonta Silva,Zezinho,14,1,1.84,NaN,14,Franca,FRA,1,0,22,42,42,0.5238,10,3,8,1.25,3,2,3,1,9,8,17,0.5294,0,0,0,NaN,0,0,0,NaN,8,2,6,3,6,28,28,0,41,0,8,5,3,625,3,1,2,0.3333,17,9,8,0.5294,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
1,2008,96,Cauê Borges dos Santos,Cauê,4,2,1.87,90,14,Franca,FRA,1,0,38,81,81,0.4691,22,11,22,1,3,5,6,0.5,13,6,19,0.6842,0,0,0,NaN,0,0,0,NaN,26,10,16,7,6,47,47,0,70,0,22,11,11,0.5,6,1,5,0.1667,19,13,6,0.6842,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,50,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
1,2008,97,Cauê Verzola de Freitas,Cauê,8,1,1.92,95,14,Franca,FRA,1,0,101,214,214,472,66,13,46,1.4348,21,24,31,0.6774,14,15,29,0.4828,0,0,0,NaN,0,0,0,NaN,61,17,44,28,34,106,106,0,146,0,46,33,13,0.7174,31,7,24,0.2258,29,14,15,0.4828,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,161,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
1,2008,130,Rafael Donatti Alves Maia,Maia,19,3,2.01,NaN,17,Paulistano,CAP,1,0,48,103,103,466,38,13,32,1.1875,0,6,6,0,10,11,21,0.4762,2,0,2,1,0,0,0,NaN,38,20,18,8,5,59,59,0,88,0,32,19,13,0.5938,6,0,6,0,21,10,11,0.4762,1,1,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,63,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,159,William Fournou Drudi,Drudi,19,3,2.04,100,14,Franca,FRA,1,0,380,691,691,0.5499,284,139,281,1.0107,3,4,5,0.6,93,21,114,0.8158,6,0,6,1,0,0,0,NaN,189,46,143,15,32,400,400,0,634,0,281,142,139,0.5053,5,1,4,0.2,114,93,21,0.8158,3,3,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,72,0,72,0,0,0,0,0,0,0,0,0,0,12,49,3,0,0,415,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,166,Vinícius Villela Gobor,Vinícius,7,1,NaN,90,17,Paulistano,CAP,1,0,118,269,269,0.4387,40,34,54,0.7407,57,26,45,1.2667,21,5,26,0.8077,0,0,0,NaN,0,0,0,NaN,40,6,34,13,49,125,125,0,147,0,54,20,34,0.3704,45,19,26,0.4222,26,21,5,0.8077,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,67,0,67,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,95,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,175,Thiago Farias Mathias Rosa,Mathias,12,3,2.08,120,17,Paulistano,CAP,1,0,42,79,79,0.5316,38,15,34,1.1176,0,1,1,0,4,4,8,0.5,4,0,4,1,0,0,0,NaN,55,22,33,6,2,43,43,0,66,0,34,19,15,0.5588,1,0,1,0,8,4,4,0.5,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,55,0,55,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,88,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,271,Thomas Lutke Gehrke,Gehrke,14,5,2.03,NaN,17,Paulistano,CAP,1,0,303,588,588,0.5153,184,74,166,1.1084,36,34,46,0.7826,83,35,118,0.7034,10,0,10,1,0,0,0,NaN,167,54,113,11,30,330,330,0,493,0,166,92,74,0.5542,46,12,34,0.2609,118,83,35,0.7034,5,5,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,84,0,84,0,0,0,0,0,0,0,0,0,0,15,51,3,0,0,332,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,273,Luiz Felipe Elizeu Mendes Ribeiro,Felipe,33,5,2.03,100,14,Franca,FRA,1,0,236,504,504,0.4683,142,81,152,0.9342,30,30,40,0.75,64,16,80,0.8,22,0,22,1,0,0,0,NaN,129,34,95,55,29,272,272,0,397,0,152,71,81,0.4671,40,10,30,0.25,80,64,16,0.8,11,11,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,78,0,78,0,0,0,0,0,0,0,0,0,0,21,47,1,0,0,296,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,295,Guilherme Barros Da Luz,Guilherme Luz,25,1,1.89,NaN,14,Franca,FRA,1,0,140,369,369,0.3794,58,45,74,0.7838,45,44,59,0.7627,37,7,44,0.8409,0,0,0,NaN,0,0,0,NaN,39,11,28,18,66,177,177,0,228,0,74,29,45,0.3919,59,15,44,0.2542,44,37,7,0.8409,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,74,0,74,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,135,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,326,Thomaz de Moura Melazzo,T. Melazzo,8,5,2.02,NaN,17,Paulistano,CAP,1,0,70,161,161,0.4348,42,19,40,1.05,15,14,19,0.7895,13,11,24,0.5417,4,0,4,1,0,0,0,NaN,51,23,28,7,7,83,83,0,112,0,40,21,19,525,19,5,14,0.2632,24,13,11,0.5417,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,5,16,0,0,0,80,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,327,Arthur Henrique Stela Bernardi,Arthur,14,1,0,NaN,17,Paulistano,CAP,1,0,0,4,4,0,0,2,2,0,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,329,Rodrigo Stefanelli Martins,Rodrigo,10,1,0,NaN,17,Paulistano,CAP,1,0,291,685,685,0.4248,110,42,97,1134,141,101,148,0.9527,40,7,47,0.8511,0,0,0,NaN,0,0,0,NaN,82,20,62,34,59,292,292,0,340,0,97,55,42,567,148,47,101,0.3176,47,40,7,0.8511,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,51,0,51,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,266,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,358,Fransérgio Gilberto Marques,Fransérgio,20,2,1.89,NaN,17,Paulistano,CAP,1,0,180,445,445,0.4045,76,55,93,0.8172,78,47,73,1.0685,26,14,40,0.65,0,0,0,NaN,0,0,0,NaN,60,23,37,21,10,206,206,0,244,0,93,38,55,0.4086,73,26,47,0.3562,40,26,14,0.65,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,87,0,87,0,0,0,0,0,0,0,0,0,0,2,33,0,0,0,124,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,445,Márcio da Silva Dornelles,Márcio,15,2,1.96,96,14,Franca,FRA,1,0,323,719,719,0.4492,126,85,148,0.8514,138,63,109,1.2661,59,37,96,0.6146,8,0,8,1,0,0,0,NaN,59,33,26,25,31,353,353,0,429,0,148,63,85,0.4257,109,46,63,422,96,59,37,0.6146,4,4,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,228,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,446,Rogério Klafke,Rogério,14,2,2,NaN,14,Franca,FRA,1,0,516,1038,1038,0.4971,242,97,218,1.1101,165,100,155,1.0645,109,28,137,0.7956,4,0,4,1,0,0,0,NaN,175,50,125,35,77,510,510,0,685,0,218,121,97,555,155,55,100,0.3548,137,109,28,0.7956,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,6,63,0,0,0,521,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,447,André Stefanelli Martins,Dedé,8,2,1.98,92,17,Paulistano,CAP,1,0,374,803,803,0.4658,168,70,154,1.0909,132,89,133,0.9925,74,22,96,0.7708,6,0,6,1,0,0,0,NaN,72,22,50,32,30,383,383,0,497,0,154,84,70,0.5455,133,44,89,0.3308,96,74,22,0.7708,3,3,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,301,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,449,Fernando Feres Penna,F. Penna,7,1,1.89,NaN,17,Paulistano,CAP,1,0,77,202,202,0.3812,26,17,30,0.8667,30,27,37,0.8108,21,10,31,0.6774,0,0,0,NaN,0,0,0,NaN,38,11,27,22,78,98,98,0,122,0,30,13,17,0.4333,37,10,27,0.2703,31,21,10,0.6774,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,127,NaN,0,root,2022-07-13 14:40:04.0,root,2022-07-13 14:40:04.0,1,NBB
1,2008,772,Gorauskas,Gorauskas,1001,4,0,NaN,14,Franca,FRA,1,0,109,210,210,519,82,38,79,1038,3,6,7,0.4286,24,7,31,0.7742,6,0,6,1,0,0,0,NaN,48,19,29,10,9,117,117,0,181,0,79,41,38,519,7,1,6,0.1429,31,24,7,0.7742,3,3,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,112,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,773,Douglas Grokala Gorauskas,Gorauskas,15,3,2.05,NaN,14,Franca,FRA,1,0,109,210,210,519,82,38,79,1038,3,6,7,0.4286,24,7,31,0.7742,6,0,6,1,0,0,0,NaN,48,19,29,10,9,117,117,0,181,0,79,41,38,519,7,1,6,0.1429,31,24,7,0.7742,3,3,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,69,0,69,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,112,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,774,Sylvester Morgan,Morgan,1002,1,0,NaN,14,Franca,FRA,1,0,35,59,59,0.5932,30,12,27,1.1111,0,0,0,NaN,5,0,5,1,4,0,4,1,0,0,0,NaN,11,4,7,1,0,32,32,0,52,0,27,15,12,0.5556,0,0,0,NaN,5,5,0,1,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,31,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,781,Rafael Mihossi da Silva,Taqua,1009,1,1.9,NaN,17,Paulistano,CAP,1,0,22,36,36,0.6111,4,5,7,0.5714,6,0,2,3,12,4,16,0.75,0,0,0,NaN,0,0,0,NaN,13,2,11,10,22,25,25,0,37,0,7,2,5,0.2857,2,2,0,1,16,12,4,0.75,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,47,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
1,2008,858,Atílio Leonardo Gomes de Mello,Atílio ,12,3,2.05,127,17,Paulistano,CAP,1,0,168,297,297,0.5657,140,60,130,1.0769,0,0,0,NaN,28,9,37,0.7568,2,0,2,1,0,0,0,NaN,79,37,42,4,10,167,167,0,265,0,130,70,60,0.5385,0,0,0,NaN,37,28,9,0.7568,1,1,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,0,7,33,1,0,0,166,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
2,2009,21,Felipe Gustavo Da Silva,Felipe,90,1,1.87,NaN,10,Araraquara,ARA,1,0,3,10,13,0.2308,2,2,3,0.6667,0,2,2,0,1,0,1,1,0,0,0,NaN,0,0,0,NaN,2,1,1,1,0,6,6,0,8,0,3,1,2,0.3333,2,0,2,0,1,1,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,22,Francisco Tardivo Delben,Chico,7,5,2.02,NaN,10,Araraquara,ARA,3,0,251,308,559,449,130,55,120,1.0833,99,62,95,1.0421,22,12,34,0.6471,14,0,14,1,0,0,0,NaN,169,51,118,44,53,249,249,0,303,0,120,65,55,0.5417,95,33,62,0.3474,34,22,12,0.6471,7,7,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,86,55,86,6,0,0,0,0,0,0,0,0,0,20,46,2,0,0,362,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,23,Arlindo Gomes Baltazar Neto,Neto,14,4,NaN,76,10,Araraquara,ARA,3,0,245,377,622,0.3939,130,69,134,0.9701,81,75,102,0.7941,34,14,48,0.7083,4,0,4,1,0,0,0,NaN,77,14,63,37,84,284,284,0,356,0,134,65,69,0.4851,102,27,75,0.2647,48,34,14,0.7083,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,44,65,44,4,0,0,0,0,0,0,0,0,0,0,64,0,0,0,221,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,25,Deivisson Dos Santos Costa,Deivisson,15,3,2.1,NaN,10,Araraquara,ARA,3,0,370,189,559,0.6619,298,85,234,1.2735,3,2,3,1,69,13,82,0.8415,4,0,4,1,0,0,0,NaN,238,81,157,8,24,319,319,0,536,0,234,149,85,0.6368,3,1,2,0.3333,82,69,13,0.8415,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,107,91,107,17,0,0,0,0,0,0,0,0,0,18,58,12,0,0,500,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,26,Jhonatan Luz dos Santos,Jhonatan,7,2,1.96,92,10,Araraquara,ARA,2,0,230,233,463,0.4968,108,45,99,1.0909,78,43,69,1.1304,44,14,58,0.7586,24,0,24,1,0,0,0,NaN,106,30,76,26,50,226,226,0,298,0,99,54,45,0.5455,69,26,43,0.3768,58,44,14,0.7586,12,12,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,76,76,76,3,0,0,0,0,0,0,0,0,0,3,53,0,0,0,260,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
2,2009,28,Ricardo Leopoldo de Azevedo,Ricardo,33,5,2.01,103,13,Bauru,BAU,3,0,211,260,471,448,82,49,90,0.9111,84,46,74,1.1351,45,24,69,0.6522,2,0,2,1,0,0,0,NaN,97,25,72,13,30,233,233,0,291,0,90,41,49,0.4556,74,28,46,0.3784,69,45,24,0.6522,1,1,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,36,54,36,6,0,0,0,0,0,0,0,0,0,3,20,1,0,0,215,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,29,Thyago Taroni Aleo,Thyago Aleo,8,1,1.83,NaN,25,Londrina,LON,2,0,215,272,487,0.4415,90,42,87,1.0345,84,60,88,0.9545,41,8,49,0.8367,0,0,0,NaN,0,0,0,NaN,45,9,36,22,50,224,224,0,282,0,87,45,42,0.5172,88,28,60,0.3182,49,41,8,0.8367,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,40,44,40,5,0,0,0,0,0,0,0,0,0,0,52,0,0,0,170,NaN,0,root,2022-07-13 14:40:05.0,root,2022-07-13 14:40:05.0,1,NBB
2,2009,30,Matheus dos Prazeres Costa,Matheus,6,1,1.8,NaN,19,São José,SJO,4,0,394,501,895,0.4402,116,36,94,1234,243,140,221,1.0995,35,9,44,0.7955,0,0,0,NaN,0,0,0,NaN,105,28,77,51,131,359,359,0,371,0,94,58,36,617,221,81,140,0.3665,44,35,9,0.7955,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,68,58,68,3,0,0,0,0,0,0,0,0,0,0,64,1,0,0,432,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,31,Arthur Luiz Belchor Silva,Arthur,4,2,1.97,91,3,Brasília Antigo,BRA,7,0,487,286,773,0.63,268,55,189,1418,147,54,103,1.4272,72,14,86,0.8372,6,0,6,1,0,0,0,NaN,108,33,75,31,47,378,378,0,535,0,189,134,55,709,103,49,54,0.4757,86,72,14,0.8372,3,3,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,107,79,107,13,0,0,0,0,0,0,0,0,0,8,60,0,0,0,498,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,33,Frederico Rossi Dos Santos,Rossi,17,2,1.95,NaN,3,Brasília Antigo,BRA,1,0,38,57,95,0.4,6,8,11,0.5455,24,13,21,1.1429,8,2,10,0.8,0,0,0,NaN,0,0,0,NaN,21,5,16,4,7,42,42,0,45,0,11,3,8,0.2727,21,8,13,381,10,8,2,0.8,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,25,9,25,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,42,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,34,Márcio Santos Cipriano,Cipriano,31,5,2,NaN,3,Brasília Antigo,BRA,6,0,208,217,425,0.4894,126,64,127,0.9921,27,25,34,0.7941,55,14,69,0.7971,0,0,0,NaN,0,0,0,NaN,133,46,87,26,27,230,230,0,339,0,127,63,64,0.4961,34,9,25,0.2647,69,55,14,0.7971,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,103,54,103,12,0,0,0,0,0,0,0,0,0,12,49,0,0,0,254,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,35,Rafael Rodrigues,Mineiro,41,3,2.13,113,3,Brasília Antigo,BRA,4,0,141,87,228,0.6184,106,29,82,1.2927,0,0,0,NaN,35,29,64,0.5469,4,0,4,1,0,0,0,NaN,82,29,53,8,3,146,146,0,234,0,82,53,29,0.6463,0,0,0,NaN,64,35,29,0.5469,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,50,40,50,6,0,0,0,0,0,0,0,0,0,5,15,0,0,0,166,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,36,José Estevam Ferreira Junior,Estevão,7,3,2.11,NaN,3,Brasília Antigo,BRA,7,0,360,232,592,0.6081,284,103,245,1.1592,0,0,0,NaN,76,26,102,0.7451,100,0,100,1,0,0,0,NaN,216,92,124,15,11,347,347,0,565,0,245,142,103,0.5796,0,0,0,NaN,102,76,26,0.7451,50,50,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,80,84,80,16,0,0,0,0,0,0,0,0,0,47,49,5,0,0,471,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,39,Diego Pinheiro Da Silva,Diego,2,2,1.95,NaN,18,Pinheiros,PIN,18,0,351,411,762,0.4606,148,67,141,1.0496,153,88,139,1.1007,50,13,63,0.7937,16,0,16,1,0,0,0,NaN,110,22,88,43,59,343,343,0,416,0,141,74,67,0.5248,139,51,88,0.3669,63,50,13,0.7937,8,8,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,88,53,88,14,0,0,0,0,0,0,0,0,0,17,63,0,0,0,349,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,40,Audrei Parisotto,Audrei,15,2,1.95,94,1,Joinville,JOI,5,0,357,432,789,0.4525,158,80,159,0.9937,147,86,135,1.0889,52,14,66,0.7879,0,0,0,NaN,0,0,0,NaN,117,51,66,20,27,360,360,0,442,0,159,79,80,0.4969,135,49,86,363,66,52,14,0.7879,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,86,57,86,11,0,0,0,0,0,0,0,0,0,1,36,1,0,0,306,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,43,Shilton Alessanco dos Santos,Shilton,6,3,1.98,108,1,Joinville,JOI,4,0,288,287,575,0.5009,222,106,217,1023,0,0,0,NaN,66,75,141,0.4681,34,0,34,1,0,0,0,NaN,236,94,142,29,53,358,358,0,535,0,217,111,106,0.5115,0,0,0,NaN,141,66,75,0.4681,17,17,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,100,115,100,12,0,0,0,0,0,0,0,0,0,11,55,6,0,0,381,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,44,Bernardo Guimarães  Barreto,Bernardo,24,1,1.83,NaN,25,Londrina,LON,2,0,55,51,106,0.5189,42,18,39,1.0769,0,2,2,0,13,9,22,0.5909,4,0,4,1,0,0,0,NaN,48,22,26,7,5,63,63,0,97,0,39,21,18,0.5385,2,0,2,0,22,13,9,0.5909,2,2,0,1,0,0,0,NaN,0,0,0,NaN,0,0,0,0,37,15,37,3,0,0,0,0,0,0,0,0,0,10,14,0,0,0,82,NaN,0,root,2022-07-13 14:40:03.0,root,2022-07-13 14:40:03.0,1,NBB
2,2009,45,Evandro Fernandes Pinto,Soró,10,5,1.9,NaN,13,Bauru,BAU,2,0,229,224,453,0.5055,106,41,94,1.1277,87,39,68,1.2794,36,25,61,0.5902,0,0,0,NaN,0,0,0,NaN,36,19,17,16,38,223,223,0,283,0,94,53,41,0.5638,68,29,39,0.4265,61,36,25,0.5902,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,44,56,44,9,0,0,0,0,0,0,0,0,0,0,31,0,0,0,183,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,46,Douglas De Paulo Viegas,Viegas,34,5,1.96,NaN,1,Joinville,JOI,1,0,0,3,3,0,0,0,0,NaN,0,1,1,0,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,1,1,1,0,1,0,0,0,0,NaN,1,0,1,0,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
2,2009,48,Eduardo Citrangolo Barbosa,Barbosa,10,1,1.89,NaN,25,Londrina,LON,1,0,11,30,41,0.2683,6,5,8,0.75,3,6,7,0.4286,2,2,4,0.5,0,0,0,NaN,0,0,0,NaN,4,0,4,1,1,19,19,0,23,0,8,3,5,375,7,1,6,0.1429,4,2,2,0.5,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,10,2,10,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-2,NaN,0,root,2022-07-13 14:40:03.0,root,2022-07-13 14:40:03.0,1,NBB
2,2009,50,Augusto Cesar Bresolin Goes,Augusto,40,5,1.95,NaN,1,Joinville,JOI,2,0,41,47,88,0.4659,28,20,34,0.8235,6,1,3,2,7,4,11,0.6364,0,0,0,NaN,0,0,0,NaN,17,8,9,4,1,48,48,0,67,0,34,14,20,0.4118,3,2,1,0.6667,11,7,4,0.6364,0,0,0,NaN,0,0,0,NaN,0,0,0,NaN,0,0,0,0,12,9,12,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,NaN,0,root,2022-07-13 14:40:02.0,root,2022-07-13 14:40:02.0,1,NBB
