,cluster,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
34,4,2.687617682809954,2.509390490163995,0.37290979194888807,-0.15456936465215704,1.0277071275111307,0.5416176230706535,1.2621007391451942,0.31566120157773175,0.07484461788702232,0.014321997207229509
35,6,1.0050784145803313,1.6106235765652432,1.6144646344011393,2.007536120806669,1.836409142437228,0.640856757501512,-0.30651212630052244,0.9649606686947388,0.14102233551370494,0.4181165386504644
36,4,2.8731675475309957,2.235607399772164,0.39018439829200297,-0.055337308331837344,1.1303730171758306,0.5487635886472081,0.9497721845215963,0.3725170563836747,0.2208306826200976,0.11034861712010831
37,6,0.7133054911496158,2.5554959051297534,2.053363739182022,0.8115136288267807,1.876931880650348,1.3059590000529497,0.2549895214298704,1.1323428951328909,0.32243614776557344,0.28840610092027763
38,8,1.7000036734067727,1.1535934386857816,0.4621969369454021,0.00020681017322455154,0.8447189965088238,0.49586249337691624,0.5562305661504047,0.4087015578262271,0.5287257755703114,0.049007088623465804
39,8,1.9159210065007954,0.8786511316593806,0.7774203870556596,0.17024813684970905,0.552772141606585,0.2021003565639333,0.1675518431206055,0.18322073895295568,0.0566289204860424,0.30669687038290866
41,16,2.857235532198862,2.3151136569453303,0.4040725495123978,0.27654348643706955,1.633111890266196,0.6895958981674525,0.35073111971990856,0.4571366486894204,0.21589332756416868,0.5405395986598921
42,8,2.1422853918329423,1.1650447995105935,0.2217525155372826,0.1659421319626201,1.0489241513515888,0.31027329397192105,0.5150340872559013,0.3398045538141096,0.006123664902470602,0.27716762659091443
43,8,1.7366200446512645,1.044664777523712,0.43637969918880853,0.33334294726067976,0.7825283866161055,0.45825500797960905,0.27794997742168936,0.388609880823404,0.16436141260951084,0.03075924998578714
44,7,1.7381774251768767,2.6544889778218903,0.6501635468466632,0.3457279609985836,1.64899345657473,0.9261846454347679,0.416732323874008,0.6512337257773805,0.6349250295588614,0.3795731580161214
45,8,2.1509630480927573,1.2857100664563843,0.11118479073116719,-0.013459823315389505,0.5852426079299861,0.35919398011129433,0.3845871072122328,0.07610524676170125,0.31414605513648625,0.024920797816777085
47,2,2.783061030695869,3.667202259142559,1.0720960716176438,0.670210241957256,2.1937746319177855,1.0394451653806107,0.5015797812538882,0.7050227419873656,0.5460848520683053,0.20722646088301144
48,8,1.5552404596071312,1.3985062139000284,0.4895846459923989,0.08648056518269007,0.7956945700494693,0.5929774654703334,0.6695875088003931,0.250464268565393,0.3668070048445985,0.11415753097873718
49,14,-0.5152136927902461,1.5126374845297723,2.067214187237847,1.5156586423303349,2.1186019734043064,1.6539489469446473,0.07930116540136933,1.4175202236836713,0.3268605503926651,0.3906015491026357
50,6,1.2062018414053386,2.6522114642711574,1.6355783281552716,1.5254212877403692,2.2465918668778246,1.1498031400951652,0.05582967631925606,1.1414637255777955,0.34003037696715716,0.24766587965791353
51,6,1.2264599693295166,2.106300056987137,1.9213466177825793,1.1221342575153466,2.007104008149451,1.1507930154017005,0.19426388500727437,0.9513473571210603,0.20318057183048976,0.26434139343517477
52,10,-1.5834321322930274,3.015179105481087,3.17980110229137,1.8689526447044116,2.547428813991572,2.0021435794712494,-0.2300170764277623,1.798052141040874,0.46169131828208354,0.47863960603407074
53,13,-0.7163038509202877,1.7805837597521028,2.4209052184725497,1.2286219605105444,1.9167267283440081,0.9617598590986922,0.19761542136107607,1.2411894203593807,-0.1174053529483331,0.4930809929987223
55,1,-2.0261974671112646,2.412830709978579,2.8808142778205323,2.3174254366231426,2.604985573528137,2.858886866506596,-0.2886671229071873,2.116274004964074,0.23433120695319307,0.8443079244145003
56,8,1.4817022942989546,1.21605162093706,0.42310849109160276,0.12627123239846125,0.7126445675514748,0.3350656989838333,1.1139608045649676,0.22528141456231313,-0.05554608638558533,0.059608805890623985
57,6,1.03895890618705,2.5044349652090467,1.7454001313236864,2.1049306465998487,2.2187320813426825,0.9747045979209655,-0.15089418877426913,1.0865592599083609,0.08547260718204418,0.3118522784426535
58,8,1.6927111143535727,1.0444342178127788,0.6469225962159896,0.03834474909411954,0.7319076038778088,0.39565855325233107,1.206192574883631,0.26005145270593477,-0.02294280661904793,-0.033048673152759195
59,1,-1.024951780301347,3.407284683016179,2.8929121995575926,2.407386710597603,2.808536422834695,1.6949114457340702,-0.04709581198845238,2.394417669908155,0.22970949434089022,0.43348832979080637
60,8,2.855443443163516,1.3819072083039474,-0.024478566699598126,-0.13735342336669562,0.9280297523215246,0.31104060126667077,0.81137811925171,0.1352597549949796,0.22006611287920305,0.025120412695223727
61,16,1.807425432920998,1.6409848356835401,0.5286651557252587,0.13250988176702383,0.7929509421883342,0.49401893966368876,0.3370396074934436,0.26790187965738993,0.289293678147907,0.3579696442127252
62,7,1.2700957571512657,1.6806165288842931,0.9044060728753983,0.46926532118648473,1.2597448697502864,0.8370349265715531,0.10783780422010927,0.4022439551162418,1.043415874057758,0.5086777316260018
63,6,1.330364896260413,3.0242421186091777,1.8452988346558752,1.5304906539772274,2.6659031577141925,1.2827028595639791,-0.08252312525074783,1.4439683765935847,0.1639088644140946,0.3954997949125482
65,2,2.955071204375006,3.326457939978865,0.6829210602505482,0.22603951673914147,2.196171907832776,1.3332166526550497,1.0107372574076738,0.6578248470284115,0.31492556125183346,0.3815673172561273
66,7,2.0147160932463093,2.5923648434631263,1.1702735365527221,0.5169993506885546,1.901956925380041,0.985692685733163,0.7961019039904343,0.7224758850617448,0.49283333618751374,0.22639688586964762
67,6,1.4399538203248785,2.8329266924264784,2.4572401246927966,0.8968370979327457,2.626375909891829,1.13508028012876,0.0018167351717421722,1.1215065310308263,0.037355513200423504,0.22586600891640166
68,14,-0.6435244237953169,2.3540628435857465,2.44131138434789,1.5019065495023591,2.285707828995789,2.022044518379684,0.25453518422204147,1.6286874364464374,0.19937193951540055,0.4501654426624584
69,8,1.9514730510804412,1.3452896476590215,0.4556308627881329,-0.2300834796021722,0.545441921345219,0.44981628266510804,1.528346515676988,0.1382967019859017,0.04786886194741567,-0.2326995754753424
70,11,1.1736798230280254,3.7534843278104812,2.232554804032677,1.1513508783113993,2.8200102218912826,1.5812821269275885,0.5315260425962975,1.4903973229659302,0.3428137903101799,0.3443417198538244
71,15,0.9815258798813258,1.804345864367642,1.1136552279635037,0.8949729413483593,1.4737664947855553,0.6836167921452293,0.27133127064702667,0.6248026862645188,0.15117552136442552,0.30853919280904135
72,6,1.6237586617915856,2.891701737089606,1.5002160626374088,1.2427662730725735,2.1454434061331824,0.950513218385327,0.028786431400884254,1.0747233160122407,0.22328945745416667,0.2847966730606149
73,16,1.8265915412293612,2.358709583284729,0.2509893291234703,0.2219046738802746,0.9143549805465949,0.26994182968315106,0.34794098928106265,0.12274634167364623,0.0747838234653945,0.20846772717368048
74,2,2.6331662212936897,3.091614789831909,0.8885630263372978,0.3754762522224501,1.8631973291952202,0.682139583252756,0.43480426798853,0.3617254387021431,0.16897404677852018,0.08130910388246604
75,2,2.234944995150165,3.9360351238653024,1.2046560664769868,0.4727094002754513,2.6944629672984837,1.2666500928304507,0.7829793056670651,0.8919584392705036,0.43088672805636485,0.09156621163039044
76,6,0.9267380769595944,2.5208779744875893,2.01363726933445,0.9514001918212438,2.4406810615328642,1.2297339247943373,-0.031442780342751595,1.3451022285978276,0.14999099396521604,0.3548227633809906
77,1,-1.6571158875229097,1.616775312239199,2.6497297431289386,2.498390552482667,1.8655743331226318,0.9008414395786275,-0.4024442529953366,1.847419709931826,-0.1625408494331299,0.8331130509992523
79,9,-0.2839103987957592,1.446501770069637,1.077748083148115,1.479057999467833,1.3450646476365924,0.5894657094704351,-0.0288142692271393,0.8796681023344667,0.14255568391596285,0.31596347205257896
80,3,-0.4008496595838615,2.573821263804138,1.8200753802545149,1.7710675775646725,1.9245779793683113,1.1184086496637555,-0.13621494118233077,1.3356008420920782,0.14886374278198888,0.6823358042128586
82,4,1.9489787437099166,2.145817501847179,0.4779883580517482,0.2152517573606471,1.2750436299483712,0.8728885869305821,0.7850698785351524,0.34334898475432574,0.2977775728229031,0.20952996041853153
83,6,0.860796319478179,2.665467602166224,1.6072795672185545,1.3859745274175574,2.7313853237490715,1.3269662108106184,0.19958813301739156,1.0153917896858133,0.36448063514618306,0.19338384134636818
84,1,-2.3978579771030915,2.81944867199798,3.7373454732803557,2.7309520007856287,2.584542660043919,1.763380656612671,-0.43393189000315924,2.4472465201275906,0.09118860056095543,0.8921383454758657
85,12,0.7498360303102315,2.3738102317842538,1.4336773004682584,0.8729943947434208,1.586128424865495,1.082741635489825,0.11934581205478155,0.9568189047266044,0.23894743645994798,0.4435014090140957
86,4,2.445403001114859,1.503239395193148,0.29316823487825516,-0.11026225097277184,0.7326257837066998,0.9014733245801893,0.8293663200594097,0.3294477586851448,0.6849570015732519,0.0970588591328103
87,9,-0.5948564561997312,1.257154213070769,1.4772767676002632,1.0249841225899052,1.2087365940482744,0.8833474535980245,0.12553257282878214,0.7408050666400791,0.8280398049215019,0.28687211222004
88,16,2.1514107314964215,1.9433528828695918,0.5398195779063046,0.4081994428238922,1.159694472478215,0.3894806146236084,0.2004929109258389,0.3156172938092184,0.07509639302320446,0.22395322824036515
89,4,2.475221934261377,1.8879859449454324,0.45273510329264677,-0.050514981012188896,1.0828568411054276,0.5783594205528988,0.905952195964684,0.2991235554326283,0.29544362359802034,0.0013106231537884834
90,14,0.3886513520661239,3.0025084900586867,2.6211354013440893,1.2744093697879886,2.483479565473317,1.664316426668414,-0.010444807523352454,1.9785756370469303,0.10737780228292632,0.7163840999984569
91,7,0.8208399349317116,2.0117897300139838,0.9312749948244687,0.5797590402718319,1.2003695366178966,0.9140901695478375,0.37512839912425416,0.5761504445763008,0.08442577205813505,0.5324852417591242
92,6,0.9226777064997553,2.612744899636811,1.9957737064069292,1.8691778841678108,2.5461385248833723,0.930579754070527,-0.3762209299818199,1.3077565022935063,-0.023825610221685514,0.43395067335285403
93,10,-1.6948014947140349,3.3442515904481622,3.3043054051161707,2.1762109092053237,3.2289130788825493,2.2401099912094984,-0.12002599297620073,2.1866537681708342,0.3906604329651857,0.5760363806885137
94,12,0.3409280133757174,2.5946404236517493,1.4259331042243073,0.802194767192409,1.569899626125993,1.0715367295644018,0.042443650296615044,1.0085512689482743,0.47224550104630936,0.5979371860984696
95,12,1.0407096121377812,2.5871021762297124,1.2050916936719998,0.7122846750347208,1.7629520526908165,1.0777664524300965,0.06151425490103199,0.8614867323166936,0.7728011205465914,0.48723571047308356
96,15,0.3708282567968286,1.3787455386162495,1.5874586954767507,0.6759303900069354,1.3129388923381078,0.5962793366339877,0.8151886788609609,0.5925222711857204,-0.05717423684177626,-0.10550696107464423
97,1,-1.8008207033032348,3.1972296121415584,3.103963217020088,2.97640354338466,3.123837542830449,1.705053411485142,-0.23356635643720036,2.196891192207177,0.2659671335728606,0.5818893053626826
98,1,-1.9743531059600674,1.8491744261691299,2.5933741703497932,2.32976547626106,2.361377301204284,1.5794825775632348,-0.3052798650857689,1.902130501184947,-0.020199338287993425,0.8166052918187299
99,11,1.6114325358186379,3.720064327696645,1.1469489900276408,0.9101053291685124,2.253952684981696,1.144735529496866,0.3747997642755978,0.9054903917319005,0.4429669674039143,0.3086343950496016
100,6,1.155094758058622,2.506918604400273,1.9774698525008796,0.6935256235276779,1.9457789462356678,1.31529110468646,0.16026828736475449,1.1386122725891161,0.364379732576095,0.29234844364728896
101,15,0.9337255326514509,1.6792899096847203,1.5354063196248253,1.0045073354730938,1.7024654615958632,0.8191207670695126,0.18277522459250625,0.7998878347863813,0.07198232327083745,0.3660471714583072
102,8,1.2914968598979146,0.39187555678388175,0.19394418310527373,0.07148429489276292,0.3297905861165792,0.04619933926758493,0.21687984424426532,0.14308530104092387,-0.048393785607627506,0.3797773423174773
103,4,1.5756398141459647,1.8259178809446035,0.9575180887184027,0.18733111574046019,1.3782202263502124,0.869417860772897,0.8347357440006924,0.49386584968541636,0.35965809894992845,0.034109789781579594
104,6,0.8414055584189094,2.5655704668347683,1.8999269911226269,1.3241033292657571,2.0133023007796362,1.1013038795822954,0.31514295197336734,1.0755248855443134,0.3691255537674112,0.5403853376552626
105,8,1.3937359436601156,1.7759363710955978,0.5253085180787576,0.07179624695757786,0.7588351424986062,0.5642829416177929,0.6642636925544301,0.29037022096141507,0.5020328388426081,0.1499651875947353
106,16,2.3425013323367603,1.551669088455469,0.6454952665358227,0.22654791121133605,1.1289065911102734,0.5782932444576887,0.12039200399320917,0.5421860985469896,-0.013056645422278036,0.48594718087303945
108,11,1.1457600558251215,3.9917027410924923,2.0351155455654393,0.9061464584188653,2.7386322487785533,1.40555954713874,0.44076941888255877,1.135150486874231,0.6619263003496271,0.20564364819395753
110,9,-0.04279889934833404,1.5847013184612175,1.386704344003021,1.559074582582716,1.5192793980646029,0.6279316844800473,0.04225121009110158,0.9027004132208538,-0.023681728403153968,0.2066947444605393
111,8,2.2923723175753903,1.3326451066010088,0.2103368899901769,0.0411652471056707,1.063083672929947,0.4290910282963718,0.7330073403750681,0.1834481119012812,0.12701030534717733,-0.08937455940021273
112,1,-1.1753345334291556,2.5381008689129922,2.074533020835335,2.445609867031655,2.44565880831958,1.7124208599113226,-0.29432150664849765,1.59918578816226,0.12666560488935538,0.6090141374905056
113,12,0.8665700876080156,2.064101191030619,1.1348594087534198,1.0669408087455046,2.0041806459232623,1.6635062041225075,0.23010690569130238,0.9583959799862615,0.7816624913676686,0.1801785174894887
114,5,0.6427123675587325,1.2216734345394222,1.0686097351281116,0.9908916286271034,1.0159147137172326,0.7958468129810333,0.055419865921063814,0.595529662057047,0.5776734773065644,0.30443146156850037
115,1,-1.0620264912716244,2.2393451125656654,2.6216420971446515,2.796271911355658,2.737227843726611,1.506755496293427,-0.4897849226858549,1.845631343769888,-0.03595202471756715,0.2094663274932773
116,4,1.8532314519904494,1.9939558857651298,0.7443451246506435,0.2664964167768966,1.3888564539655393,0.6742721761177862,0.34121904252723667,0.47590148199584204,0.21197890803454894,0.1427928822792473
117,12,-0.4130473913193122,2.443670358246022,1.2741124357331577,0.9567408256915098,1.2672387359938215,1.4770285216497996,0.3855343590281135,0.883668696534586,1.276812361278355,0.4453196627512889
118,5,0.3450651255982163,0.9787038305452113,1.1353882478951616,0.9578891803173417,1.142611584421832,0.6748522175140569,0.34185746822167246,0.49216108588760726,0.34226105865646955,0.3316874363826684
119,15,1.150593840303814,1.3095231454205438,1.1571409679957374,1.052165342373916,1.5420636293031866,1.0182342847040178,0.0029252945048367273,0.84825313803296,0.038275138819588175,0.40567643929091857
120,7,1.9163206857011181,2.7792644836762563,0.9045100810544947,0.3096188609869031,1.7020265401209933,1.1286895322028132,0.9547141224067132,0.45636439083599617,0.31779926269724135,0.25566733626589444
121,2,2.882760547991349,2.9023593313506884,0.4372622587606774,0.028037319870992092,1.3801656298018175,0.7575759421983205,0.9846540880849577,0.4011308515543353,0.28014820260005924,0.16854337685634416
122,1,-1.3248134495811614,2.096200612385758,2.270464950890968,1.7865375287170742,2.208124441438878,1.797285463682217,0.019680336766631695,2.1440662444688368,0.0862497605803932,0.9156826764622926
123,13,-0.5022312277652674,1.9311733497763588,2.0505266354540272,1.6335888062070139,2.1601341151282267,1.1293611939248258,-0.08597906703458502,1.2829945754140908,0.16840503348962807,0.4986224066194707
124,1,-2.001828477507662,2.1734505578574788,2.0425178760501477,2.0835009669117075,2.116365868689073,1.9614120162584552,-0.11234514961655644,1.921698182886437,0.4704713421657254,0.9798914715628683
125,1,-1.0140795903750097,2.327865389220701,2.5655524721981027,3.203198147095887,2.5993275611253805,1.5200254152682806,-0.4481885553116499,1.793021417422069,0.25206274478172574,0.6163345884355623
126,15,0.9612665675534194,0.7528613788328538,0.4833386690868591,0.365793928134354,0.8524609653856902,0.13713031935154185,0.200260689270388,-0.02386245504031372,-0.06752313516529411,0.1738424748587963
127,1,-1.0707750837951062,2.4086097212867688,2.0647835128381336,1.4284844148780491,2.394858849550618,1.3383352575031047,-0.007418872399821663,1.2483896581353515,0.304975065225482,0.6287436202943151
128,1,-1.7497612639482862,3.2298113836584075,2.2128773918852396,2.61555319205443,2.243273213511768,1.5306352814376987,-0.5467942400605386,2.1656652251552817,0.05910675938715554,0.8218049834097928
129,4,1.5589624319553692,1.8985759584264141,0.775450488529403,0.06716016053102776,1.2079702436031006,0.7788592270118782,1.7311995671459055,0.5045753938484264,0.2226449264951764,0.06306074509056143
130,1,-1.0809082634244056,2.7857486758441747,2.1823213886291892,1.4711860052043604,2.2538483805468577,1.0243151376288533,0.03765278595756479,1.2574207565660838,0.028416458987917427,0.3512750778300456
131,15,0.41876864462052976,1.2463838843906496,0.4792289071913306,0.18871985362108248,0.8018073674590005,0.7671976419422528,0.8543189571846843,0.3588367420645612,0.420250728649685,-0.12139262758068471
132,5,0.68444355181117,0.9893388359003745,1.0355728066296366,0.7548101213260469,1.0080592675569495,0.4299507250523896,0.12654070548935678,0.47522907007651627,0.08016866017688457,0.18169066991443678
133,1,-1.7099558292875872,2.6023032719255235,2.467997730327906,2.3581513576062743,2.3709376952528145,1.6737918147308721,-0.3383822736073021,1.8412896969373687,0.26368534612399924,0.6388481982425651
134,6,0.3739986260847935,2.5314953957621986,1.7346319523749731,1.6258251314101084,2.3490114384896437,1.1108798119781398,0.17746420601703575,1.107680982975969,0.22821686975914798,0.3823290733710372
136,16,1.7377723506516,1.805856265624252,0.6262314224053278,0.32484447561907914,1.410573941942202,0.6099251248569029,0.35421588431899276,0.3855324305801769,0.22234367195033716,0.21190284948754867
137,7,1.6074903469750441,2.0879746443890173,0.6663231500864788,0.41788736108972374,1.3947251635868632,1.2342002609331764,0.4949072488387123,0.7276576439412517,1.066981249110249,0.46838648146995415
138,8,2.3056430786004825,1.3330163995250546,0.6356125029192887,0.08252761877019202,0.9831481953150828,0.6313101217786916,0.42162056418804267,0.34780604034687546,0.3517917741311183,0.2382432025553029
139,9,-1.4376187422538294,1.3341237061257158,1.3827802754662868,1.4602791835826443,1.205563341671146,0.6570141996597436,-0.12975919918186082,1.259050737374702,-0.017695552310046596,0.7660625218696205
140,15,0.9654073055266589,0.9273410071872888,0.8127167529585874,0.18759113872472838,0.5353680863839845,0.3743872682145323,0.08639937747862564,0.3079044252647428,0.5063184431670469,0.4525854051425473
142,8,2.100789599842196,1.2478349271999254,0.49994200255709487,0.04477210963954624,0.7804886841489811,0.5272816342806635,0.32136050091910023,0.32281803038282714,0.09090716839580576,0.35757116290396096
143,7,0.9920219975135957,1.843170306026434,0.7655076271446538,0.38190642987650986,1.2827268844727902,1.0762660248840166,0.5561144081657835,0.46233471251050573,0.8362632789285214,0.2339815209633024
144,16,2.567343767171441,1.9475454616419625,0.16953049791459449,-0.013639940520460556,0.9939784035059154,0.5190413385108384,0.47394259602798045,0.30196058479375226,0.24771716446062783,0.29311142992681605
145,5,0.7912952942240791,1.1475959249806933,0.5251947414360217,0.30976567994972865,1.1110557260884533,0.783536317160028,0.8412234571292778,0.566569894361973,0.19101377092381974,-0.10728787739878204
146,7,1.0100407924244164,1.7660330534939173,0.7792584305588773,0.17818575021921912,1.1001858581440478,1.0558001692080021,0.37155475293357315,0.7124340482481729,0.20441574562671724,0.2302796366234101
148,5,0.43986614610964847,1.5296584697193496,0.6983947380803377,0.6224862292383531,0.9627386157077176,0.5998562699318789,0.14656869465933897,0.6836066603973507,0.13944413300420413,0.5674706712092076
149,16,3.350065578753461,2.2100817531512167,0.16987481060674947,0.16380080945281153,1.274573847723999,0.2364634045104695,0.017247538256883972,0.17261906084077505,0.03228069826723034,0.3697120852915879
151,8,1.4830464174460523,0.695886466574409,0.01721271330914665,0.03231240222890062,0.6144962188598518,0.04673784207908612,0.3716416638415529,-0.11565961354450698,0.0006433918512972163,0.08932486000028991
152,11,1.5210450850813142,4.127320956185456,2.159488864720529,1.3217995458190428,2.787068385011772,1.6994774829115615,0.11771599170363041,1.7063094371007004,0.28886371443114434,0.3414283449649867
153,1,-1.4450889067308168,2.62955764336383,2.7006569059438945,3.061529839526504,3.2738273009245096,1.5172960324644322,-0.16195291964550296,1.7361012751758882,-0.06064636733455805,-0.022397364057217633
154,2,1.9826071220997772,3.1102717197460694,0.6267118336988946,0.15751573395343965,1.6670473576531308,1.0040819272964425,0.6715566068132399,0.6857013837331254,0.5639276990655753,0.11514802782189408
155,5,0.5412521630048952,0.9518653319620858,0.6361330948278737,0.4184459327914583,1.0015188410652343,0.47470395552959754,0.299817277672334,0.36601008870091295,0.1801612917858342,0.43826851108086834
156,4,2.0157921169779445,2.08827849726407,0.40713755449140765,0.16461413154192456,1.1892357339819597,0.871794326245968,0.6673900977829719,0.44981432026650053,0.20718698733447916,0.22408908509337683
159,12,1.0511000672292337,2.5217278037432718,1.211633696472493,0.6535240575061585,1.8882852813695123,1.3324711380832952,0.2948065460091319,0.8182063568747637,0.6188930530456708,0.17395032714877423
160,5,0.5666335346492001,1.0846815234457645,0.5884157961979721,1.1268541129495724,1.0668804133546124,0.6334068383087709,0.16007059425944825,0.5146708380468298,0.4446941963329446,0.28152399973381925
161,8,2.0763295584573376,1.0078858017240646,0.23269349607047857,-0.0540226423840655,0.6578764266371041,0.3773238434641291,0.7353364821628884,0.0364105780617785,0.14050446046621212,0.019252071736715642
162,1,-1.3167863744760804,2.9309915696456947,2.956009765491227,2.9113536716623787,2.94456613523328,1.9159246086716524,-0.46477849295021323,2.0162017301046777,0.12352336834246085,0.40031239926058987
